relative_time,PitchSensor,DecibelSource
0,0.0,28.017271871599586
39,,28.064699299948202
79,0.0,
80,,30.02900851203108
121,,43.93008387564585
171,232.8682599748884,49.31649139933977
200,232.8682599748884,50.612131088646066
240,232.8682599748884,46.10262007699268
279,232.8682599748884,
287,236.5579903738839,42.18801300583064
319,236.5579903738839,
320,,49.64648206974627
359,236.5579903738839,
365,249.71598307291666,45.72041376308518
400,249.71598307291666,42.71072957984469
440,249.71598307291666,
449,261.5020751953125,44.55127602728297
480,261.5020751953125,48.42428012305135
519,261.5020751953125,
520,,46.830354330337045
560,261.5020751953125,
567,260.71089511447485,46.088146026126196
600,260.71089511447485,39.66898725787375
640,260.71089511447485,
648,244.33064778645831,42.29080568015959
680,244.33064778645831,45.696306567629755
720,244.33064778645831,
729,232.77487860785587,42.64586562148957
760,232.77487860785587,36.12396852159805
800,232.77487860785587,36.217794617856136
841,232.77487860785587,
865,,29.395749974789048
880,,29.7665560497078
920,0.0,40.249027020399424
960,,39.65312809642337
1007,474.43359375,42.53598661390082
1040,474.43359375,41.51178530672106
1080,474.43359375,41.25725827956767
1120,474.43359375,
1129,,42.498535004966776
1160,,36.97773358060068
1208,3981.767578125,38.6629591408302
1240,3981.767578125,40.67828832149534
1279,3981.767578125,
1287,,36.201142094570066
1320,,37.949008556150766
1360,,43.656797652751976
1405,447.197265625,38.60197192054906
1439,447.197265625,38.04563405943414
1479,447.197265625,
1486,,40.0184463518189
1519,,43.31513245216246
1570,252.14525349934897,43.49305902729549
1602,252.14525349934897,38.83355107472873
1640,252.14525349934897,
1649,255.86778428819446,37.371218435391455
1680,255.86778428819446,36.783468319074196
1720,255.86778428819446,37.55505227622046
1760,255.86778428819446,
1770,245.2099609375,39.19949384048883
1800,245.2099609375,45.3333286369535
1839,245.2099609375,
1846,217.79296875,39.76673374558122
1880,217.79296875,38.40402036847888
1920,217.79296875,
1929,,38.86181171906435
1960,,38.64890807646909
2000,,40.05569609412304
2046,447.353515625,44.62615158754119
2079,447.353515625,39.06619238024784
2120,447.353515625,
2125,442.2119140625,31.928693289409868
2160,442.2119140625,37.492941595435624
2201,442.2119140625,
2208,225.4931640625,39.45070632876203
2240,225.4931640625,37.121115004930125
2279,225.4931640625,32.431446747982605
2322,225.4931640625,
2330,,39.387830892454275
2360,,40.57897559532825
2409,202.77579752604169,42.26695130555231
2439,202.77579752604169,
2440,,40.67456733387628
2480,202.77579752604169,
2491,197.43379407051285,40.143706507553524
2520,197.43379407051285,
2521,,38.07992823631991
2561,197.43379407051285,41.188886061274616
2599,197.43379407051285,
2607,,41.387118397944704
2639,,41.642886876195185
2685,401.4892578125,38.872698362607466
2719,401.4892578125,
2720,,39.3649154413655
2759,401.4892578125,
2764,213.7109375,41.25675064730048
2800,213.7109375,34.867138562559326
2839,213.7109375,
2840,,43.91312397782733
2879,213.7109375,
2888,236.97684151785714,43.83109575980587
2920,236.97684151785714,43.17939046025594
2960,236.97684151785714,
2973,245.5800120035807,
