relative_time,PitchSensor,DecibelSource
0,0.0,
1,,25.71591326996661
40,,26.35705952662178
80,0.0,30.024594412731958
121,,36.796272820727516
168,325.419921875,49.03218016055274
201,325.419921875,53.61653768855594
240,325.419921875,53.989188287511965
280,325.419921875,
290,163.20367311963847,53.78355492956743
322,163.20367311963847,53.97008569581483
360,163.20367311963847,
371,163.75478980654762,53.478515724122474
400,163.75478980654762,50.91844590993489
441,163.75478980654762,
451,162.9969024658203,49.9811782033694
481,162.9969024658203,51.86402172681079
520,162.9969024658203,49.827929889411074
560,162.9969024658203,
570,152.2552926199777,49.338268174568675
600,152.2552926199777,53.391415846797955
643,152.2552926199777,
654,224.58780020254633,
655,224.58780020254633,54.4839733229623
681,224.58780020254633,54.42076056501514
721,224.58780020254633,
731,235.4591151646205,54.14662535929985
760,235.4591151646205,51.26446554267012
800,235.4591151646205,45.2160313530673
840,235.4591151646205,
850,231.48552594866072,42.43059432274279
880,231.48552594866072,48.76742722045285
923,231.48552594866072,
935,209.53915550595232,52.43891301328324
960,209.53915550595232,51.04109120918464
1000,209.53915550595232,
1010,205.92793782552084,41.825905954700005
1041,205.92793782552084,35.173187554164365
1080,205.92793782552084,34.54089885948809
1121,205.92793782552084,
1129,,29.311787173760905
1161,,43.809875095582036
1208,335.5865478515625,45.65579479575875
1241,335.5865478515625,48.20241102741471
1280,335.5865478515625,
1288,208.175048828125,48.62275645364434
1320,208.175048828125,45.723861879576795
1360,208.175048828125,
1369,,45.7283773210333
1400,,48.528225967743886
1441,,46.57676312756932
1491,852.8684488932292,49.11007344153023
1520,852.8684488932292,54.330815529577436
1560,852.8684488932292,
1567,,53.31037718158859
1600,,52.4590862653684
1648,169.38763330853175,49.4045166095006
1680,169.38763330853175,35.88483544876993
1720,169.38763330853175,34.120189749693786
1761,169.38763330853175,
1771,,34.534948910304465
1800,,41.6876302632146
1850,182.09451497395833,46.741465405242124
1880,182.09451497395833,49.988805851051936
1920,182.09451497395833,
1926,173.73046875,50.836808944615214
1960,173.73046875,48.95760618119504
2000,173.73046875,47.556234183619765
2040,173.73046875,
2048,168.441162109375,48.191856134380515
2080,168.441162109375,47.89626696127303
2120,168.441162109375,
2129,164.1748046875,44.651094933266464
2160,164.1748046875,35.85321045247249
2200,164.1748046875,
2208,,38.02996603909803
2240,,38.48333494630745
2280,,48.539041078174364
2328,154.72479248046875,51.46955738426481
2362,154.72479248046875,48.7400536413767
2400,154.72479248046875,
2408,136.58352322048611,44.64401746845351
2441,136.58352322048611,33.50132927181893
2480,136.58352322048611,
2487,94.0179443359375,34.516098847549436
2520,94.0179443359375,32.921779339284335
2561,94.0179443359375,
2562,,34.000015030159155
2600,94.0179443359375,
2607,,39.13570017222496
2640,,40.8502714465265
2688,134.73347981770834,29.15232579357772
2720,134.73347981770834,27.55622536718658
2760,134.73347981770834,
2761,0.0,25.672991673516798
2801,,24.36324945514898
2841,,24.357394842326904
2881,0.0,24.952618644631674
2920,,25.672404862071883
2961,0.0,26.88853480152577
3000,,27.934700499619556
3040,0.0,26.270492830230484
