relative_time,DecibelSource,PitchSensor
0,12.859137840156796,
41,13.0194995756171,0.0
80,11.411311870213277,
120,20.500546284839455,
121,,0.0
160,13.44521654936499,
201,34.42459033051715,0.0
240,50.64329325221368,
281,56.187029064022866,
321,59.681159544290814,
326,,461.8701171875
360,62.69162108242631,
361,,461.8701171875
401,60.87255428790036,461.8701171875
441,57.087000210719545,
481,58.594464973180536,
488,,233.32600911458331
489,,233.32600911458331
521,57.120929384378854,233.32600911458331
560,53.78433168298767,
561,,233.32600911458331
620,54.26168069067259,233.32600911458331
629,,238.56913248697919
660,56.4620335844052,
661,,238.56913248697919
700,55.82657117253458,238.56913248697919
710,,245.17579933449076
740,55.893405711014914,245.17579933449076
780,53.60223859997812,
781,,245.17579933449076
792,,256.5047471788194
820,38.11279632653847,
821,,256.5047471788194
861,39.628265505129015,256.5047471788194
872,,242.8662109375
900,53.75122872673963,
901,,242.8662109375
940,60.056344705161855,
941,,242.8662109375
980,58.09192893466236,242.8662109375
990,,237.03891717819943
1020,55.54651383070366,237.03891717819943
1060,59.54959251895849,237.03891717819943
1069,,204.5654296875
1101,45.61737098361908,204.5654296875
1140,31.84287481694649,
1141,,204.5654296875
1181,59.58018644069853,
1221,52.62978021575489,
1261,56.17448034426994,
1268,,40.2845458984375
1269,,40.2845458984375
1300,58.37937300920727,40.2845458984375
1340,55.6269367412256,
1341,,40.2845458984375
1381,55.40488291659554,
1421,57.715428915963386,
1433,,13.314412434895832
1461,57.775404891334276,13.314412434895832
1501,57.40668381424407,13.314412434895832
1540,61.205041728910246,
1580,62.431263954994414,
1621,65.07015820740783,
1629,,221.05916341145831
1660,59.66645065874802,
1661,,221.05916341145831
1701,65.46437300357101,221.05916341145831
1740,55.98071946259978,
1780,53.84463605726613,
1787,,205.4638671875
1821,51.64623712352085,205.4638671875
1860,46.46861229235634,
1861,,205.4638671875
1921,57.006729986881844,205.4638671875
1961,62.44967205781276,
2001,62.70639071081022,
2016,,221.2524820963542
2041,58.405641432857756,221.2524820963542
2080,60.39014011689168,221.2524820963542
2120,43.10540491221113,
2160,44.87068632545956,
2165,,34.5318603515625
2206,45.974961425386844,34.5318603515625
2241,55.53458530244914,34.5318603515625
2281,60.42575485194834,34.5318603515625
2321,59.18307142252034,
2360,57.04120529315467,
2368,,447.197265625
2400,49.156601661280035,
2401,,447.197265625
2440,48.81644748818231,447.197265625
2450,,480.4542759486607
2481,54.68347792034449,480.4542759486607
2520,57.487679951844335,
2521,,480.4542759486607
2560,56.23541694443881,480.4542759486607
2601,56.95817723614156,
2640,47.02218027497929,
2650,,193.486328125
2680,49.724369393332026,
2681,,193.486328125
2720,50.49050735233783,
2721,,193.486328125
2761,55.37894004832067,
2801,60.88405453497369,
2820,,130.03954206194197
2840,61.42073102207192,130.03954206194197
2881,61.18225133445969,130.03954206194197
2920,61.60861809604392,
2921,,130.03954206194197
2932,,162.8780027636054
2961,59.80848768242622,
2962,,162.8780027636054
3001,56.4743997145451,162.8780027636054
3016,,154.8070853097098
3041,54.60196618520652,154.8070853097098
3081,56.54805676257637,154.8070853097098
3096,,151.0236365908668
3120,51.185088034261895,151.0236365908668
3180,48.43743766712619,151.0236365908668
3220,38.83110138895331,
3221,,151.0236365908668
3234,,127.06891741071428
3260,19.247896559891043,
3261,,127.06891741071428
3300,17.2567741719285,127.06891741071428
3301,,0.0
3340,24.59067547454881,
3380,27.042434244019297,
3381,,0.0
3422,25.640792690258323,
3460,21.412047277008533,0.0
3500,16.64760512438242,
3541,15.546567796865375,
3580,15.896080562529205,0.0
3621,17.667745642393605,
3660,54.55095993986495,
3669,,187.21080961681548
