relative_time,DecibelSource,PitchSensor
2560,55.486684629307234,384.3194851345486
2600,53.67199340800609,384.3194851345486
2640,45.32260951905161,384.3194851345486
2679,38.49147805706319,
2720,37.064353434904966,
2727,,135.2783203125
2759,34.92541905724343,
2760,,135.2783203125
2800,45.626368346065284,135.2783203125
2807,,129.19921875
2840,51.24621358491517,129.19921875
2879,53.790150467110315,
2880,,129.19921875
2887,,129.00390625
2920,50.98853555667322,129.00390625
2959,46.59423352362577,129.00390625
2999,46.23233548784136,
3000,,129.00390625
3014,,71.59814453125
3040,45.15924069702075,71.59814453125
3100,44.1427777279778,71.59814453125
3109,,105.74136788504464
3140,42.76962978011288,105.74136788504464
3180,38.09138757848328,105.74136788504464
3196,,101.8968505859375
3220,28.698411016109908,101.8968505859375
3260,44.595696125063824,101.8968505859375
3299,46.67058469959961,
3300,,101.8968505859375
3340,30.384549410340792,
3379,20.97769994691268,
3384,,193.798828125
3419,20.80123375954866,193.798828125
3459,21.726394127489552,193.798828125
3460,,0.0
3500,22.93946766013545,
3539,16.523823389981064,0.0
3579,22.99125788809188,
3620,27.579807536556533,
3659,30.773717585597794,
3660,,0.0
3700,32.05779643908704,
3740,31.172368840324523,
3741,,0.0
3779,26.30373385012376,
3819,19.040915618843716,
3820,,0.0
3860,20.807436212619088,
3900,43.31656718804945,
3940,51.35548881544182,
3962,,83.30865187872024
3980,55.83623271888706,83.30865187872024
4020,47.88219680387122,83.30865187872024
4060,53.68241522781189,
4099,59.60313532810033,
4105,,320.341796875
4140,52.75547538986973,320.341796875
4179,35.83680363039893,
4180,,320.341796875
4184,,326.435546875
4220,62.225111657192386,326.435546875
4259,62.14410560190419,
4260,,326.435546875
4299,62.6616329846193,326.435546875
4308,,428.7109375
4359,60.650186833196926,
4360,,428.7109375
4399,57.20396739129366,
4400,,428.7109375
4407,,217.91956851356912
4440,56.36709493786591,217.91956851356912
4480,60.362985538052826,217.91956851356912
4488,,211.70603434244794
4520,59.17752188226916,211.70603434244794
4559,60.648793641086925,211.70603434244794
4599,61.34261969935552,
4600,,211.70603434244794
4614,,198.63555908203125
4639,56.18222340167141,198.63555908203125
4679,48.09727968144661,
4680,,198.63555908203125
4691,,183.408203125
4720,52.775537691066944,183.408203125
4759,58.43016332496934,183.408203125
4769,,170.68359375
4799,49.19039623888955,170.68359375
4840,45.28650978451878,170.68359375
4846,,155.732421875
4879,41.900963185856135,
4880,,155.732421875
4920,53.80988998141703,155.732421875
4960,58.18561635082151,155.732421875
4967,,178.1103515625
5000,56.5514637926767,178.1103515625
5041,52.04400323518152,178.1103515625
5048,,200.61319986979169
5080,52.987193872304125,200.61319986979169
5120,56.07009567598665,200.61319986979169
5127,,182.8173828125
5159,61.270071277334345,
5160,,182.8173828125
5199,56.996388275064575,
5200,,182.8173828125
5239,57.02688490471541,
5240,,182.8173828125
5247,,182.30305989583331
5279,57.0205242325065,182.30305989583331
5320,55.40714510072492,182.30305989583331
5328,,170.67708333333334
5360,57.38723979798367,170.67708333333334
5399,57.11757967178865,
5400,,170.67708333333334
5408,,164.45497639973956
5440,53.14328076003524,164.45497639973956
5480,53.26777238183236,164.45497639973956
5488,,158.9208984375
5519,55.31317264663021,
5520,,158.9208984375
5560,55.734096035240064,158.9208984375
5600,57.88908259965757,158.9208984375
5660,55.9957959089331,
5701,53.65714345177338,
5711,,130.385498046875
5740,52.370407590843335,130.385498046875
5779,49.615463308502584,
5780,,130.385498046875
5789,,122.42304144965279
5820,49.090422888201324,122.42304144965279
5860,46.21430421717669,122.42304144965279
5900,38.78700220834246,122.42304144965279
5915,,117.08888127253604
5940,29.65062779438911,117.08888127253604
5979,23.966808638215117,
5981,,117.08888127253604
5988,,112.158203125
6020,22.641033514327283,112.158203125
6060,34.672769440944634,112.158203125
6100,28.82819516197927,
6140,17.99471322814455,0.0
6180,19.318073523495435,
6219,22.883834842049033,
6260,24.321117175957646,0.0
6300,17.059896406460645,
6339,16.215263332608018,
6340,,0.0
6380,31.201839736558945,
6420,39.26378309770151,
6429,,3902.197265625
6460,45.5760384992281,3902.197265625
6500,61.831628069714235,3902.197265625
6540,63.283886303248536,3902.197265625
6579,57.98040437402679,
6619,54.123458178267214,
6627,,190.03824869791669
6660,41.70511118778741,190.03824869791669
6700,43.585776451047494,190.03824869791669
6740,58.47095836701421,
6779,61.02540672080703,
6791,,160.015869140625
6820,49.65822725135637,160.015869140625
6860,41.710679490501256,160.015869140625
6919,51.28915828965092,
6920,,160.015869140625
6959,51.92991414924982,
6999,44.06563265020364,
7008,,145.732421875
7039,42.42240019955347,145.732421875
7079,71.78688519850328,145.732421875
7119,56.26610205030103,
7160,56.04669810628934,
7200,59.2105623917158,
7211,,11.784755161830358
7239,57.629413074689666,
7240,,11.784755161830358
7279,36.71613812781506,
7280,,11.784755161830358
7319,51.13723117971857,
7360,60.3189565622969,
7369,,206.56819661458331
7400,59.41926669191881,206.56819661458331
7440,56.362473954886084,206.56819661458331
7461,,220.054931640625
7480,54.43211106221224,220.054931640625
7519,48.07862102497441,
7520,,220.054931640625
7560,27.451606523580956,220.054931640625
7566,,221.8798828125
7599,52.36884301632472,221.8798828125
7640,58.76686268604848,221.8798828125
7679,55.026069063006176,
7720,56.74521168952939,
7731,,188.087158203125
7763,55.51817283397489,188.087158203125
7799,51.63658968024082,
7800,,188.087158203125
7839,52.76126205750168,
7840,,188.087158203125
7850,,172.23787434895831
7879,49.1237442075245,172.23787434895831
7920,49.75455845555337,172.23787434895831
7928,,132.0318603515625
7959,50.333660651875476,
7960,,132.0318603515625
7999,49.472633884582564,132.0318603515625
8040,48.411415680424675,
8080,47.20743310846599,
8098,,109.76765950520833
8123,43.68909028985176,109.76765950520833
8160,43.491984604408714,109.76765950520833
8220,43.76475116616247,109.76765950520833
8230,,111.177978515625
8260,37.5078991383363,111.177978515625
8299,19.32725103647467,
8300,,111.177978515625
8340,22.130862008580788,
8380,31.294701378434265,0.0
8420,21.136356429209503,
8459,16.311798197696884,
8500,17.232137109456723,0.0
8540,14.85307805866227,
8580,14.400723383154348,0.0
8620,12.740985463625908,
8660,16.139055009002565,0.0
8699,13.582578626210742,
8740,25.599333296510363,0.0
8779,12.91684437430627,
