relative_time,PitchSensor,DecibelSource
0,0.0,24.358685519853857
39,,37.02925826465256
79,,41.020945736610855
133,209.96616908482142,41.566707399786225
159,209.96616908482142,40.355388460888975
200,209.96616908482142,
207,206.92043340773813,40.91943788047569
239,206.92043340773813,43.02242356855683
279,206.92043340773813,
286,227.1142578125,43.89580404864716
319,227.1142578125,45.162090249352495
360,227.1142578125,
369,251.76611328125,42.85227213570133
399,251.76611328125,32.61691110751322
439,251.76611328125,40.47622034339382
479,251.76611328125,
487,233.505859375,40.21322530739425
520,233.505859375,32.93354285363879
560,233.505859375,
570,,34.96847469527071
599,,28.797348103528506
640,0.0,25.91049456073859
680,,33.60654154067336
719,,42.05685949414085
768,227.4462890625,
769,227.4462890625,38.56609952256963
799,227.4462890625,41.11201112092257
839,227.4462890625,
849,,37.65926205688698
881,,37.12255366192856
925,202.48209635416669,35.53669510277379
960,202.48209635416669,39.90305724948262
999,202.48209635416669,35.159747134094744
1040,202.48209635416669,
1049,206.1279296875,38.00335614482297
1080,206.1279296875,35.61046932449391
1120,206.1279296875,
1126,204.5654296875,37.25761110324943
1161,204.5654296875,40.67572141073158
1200,204.5654296875,
1209,233.47314743768598,44.52447953632253
1241,233.47314743768598,43.21203088185623
1280,233.47314743768598,
1281,,35.73668252015677
1319,233.47314743768598,
1332,242.87047661675345,33.87230070516609
1359,242.87047661675345,33.20037426734145
1400,242.87047661675345,
1410,241.868896484375,32.62537586993207
1439,241.868896484375,34.03723921112497
1479,241.868896484375,
1485,246.4599609375,
1486,246.4599609375,34.88672839455723
1519,246.4599609375,41.31101266296993
1559,246.4599609375,38.967062988574305
1600,246.4599609375,
1606,,37.4384222786851
1639,,39.3447008021251
1689,427.7734375,
1690,427.7734375,33.81937965756657
1720,427.7734375,28.388687148268133
1759,427.7734375,
1766,416.6162109375,40.17483791245603
1800,416.6162109375,
1801,,35.65737818157076
1839,416.6162109375,26.83742681656308
1879,416.6162109375,
1888,,26.411108436618548
1919,,33.91620919218786
1968,104.73409016927084,30.854103231189075
2000,104.73409016927084,28.5668368882825
2039,104.73409016927084,
2046,,39.968887235336446
2079,,38.44736082667192
2119,,38.844779823203055
2171,183.14420572916663,37.47200439590486
2199,183.14420572916663,36.69815318105893
2239,183.14420572916663,
2249,182.43178706466057,35.40181517526964
2279,182.43178706466057,36.89843873128801
2320,182.43178706466057,
2329,178.133544921875,34.01611907574754
2359,178.133544921875,27.345984712840536
2399,178.133544921875,
2400,,24.082207306135732
2440,178.133544921875,25.56268989097692
2479,,26.20150814836004
2521,0.0,26.663301073061948
2559,,27.233984235771235
2599,0.0,
2600,,26.78503926885177
2640,,25.088967624845573
2679,,26.774652101808275
2719,0.0,24.916236972590582
2759,,24.470023707087446
2799,0.0,31.556022980425766
2840,,39.86974255256664
2886,25.88983154296875,
2887,25.88983154296875,41.1935042975897
2919,25.88983154296875,41.546940003372356
2959,25.88983154296875,39.128168953263
2999,25.88983154296875,
3008,,32.493592236369516
3040,,46.34490808021318
3087,237.3123750232515,47.54292235197032
3119,237.3123750232515,44.89291861197042
3159,237.3123750232515,
3169,237.97672186957462,41.01071313522744
3199,237.97672186957462,40.14898815158995
3241,237.97672186957462,
3250,207.7329363141741,38.87599855596627
3279,207.7329363141741,42.29639607831912
3320,207.7329363141741,42.46240637604605
3360,207.7329363141741,
3371,201.02527921161956,36.369179908569954
3399,201.02527921161956,41.61322733275974
3439,201.02527921161956,
3447,201.5105183919271,42.91589643097552
3479,201.5105183919271,35.05826651145507
3520,201.5105183919271,
3530,,31.922941468642684
3560,,34.69913558857817
3599,,40.39783282744247
3647,241.61289760044644,
3648,,42.17025324956169
3680,241.61289760044644,40.152511625099024
3719,241.61289760044644,
3724,227.3486328125,36.28902920347424
3760,227.3486328125,39.383422159580284
3799,227.3486328125,
3806,,41.53926270077169
3840,,38.681234774709125
3879,,41.361432520314196
3930,194.46614583333331,
3931,194.46614583333331,38.56087238529685
3960,194.46614583333331,41.204418217892346
3999,194.46614583333331,
4009,193.76934814453128,40.32675693419772
4040,193.76934814453128,35.775777654727854
4079,193.76934814453128,
4087,,30.303424335346882
4120,,27.234165763443006
4161,,29.084713409584904
4200,0.0,28.428398127935665
4239,,28.735173184553616
4280,0.0,
4281,,29.705479534396765
4320,,30.516474826244973
4368,24.820760091145836,
4369,24.820760091145836,36.205982138030585
4399,24.820760091145836,39.606440258603705
4439,24.820760091145836,
4440,,39.149768136781915
4481,24.820760091145836,
4490,,39.395422305547584
4519,,38.12664435263913
4567,61.31479899088542,39.3086185711645
4599,61.31479899088542,38.13505344903843
4640,61.31479899088542,
4650,,37.00713378619449
4682,,35.77334086807695
4720,,36.499439663217515
4770,162.41160407033908,36.494017025831674
4799,162.41160407033908,33.24746134685731
4840,162.41160407033908,
4854,81.84503227967618,32.495038137236875
4881,81.84503227967618,30.188523418060207
4919,81.84503227967618,28.710795962499574
4959,,30.35623250345983
4999,,30.562705346963345
5040,0.0,29.045465765775344
5079,,29.4773677951634
5119,0.0,38.62900913490388
5160,,37.21455046621045
5209,221.79871768043157,45.5587171303706
5239,221.79871768043157,43.44844675925806
5279,221.79871768043157,39.38417830081182
5319,221.79871768043157,
5328,226.13416954139612,32.03546884997565
5359,226.13416954139612,36.24481406701901
5401,226.13416954139612,
5410,154.90458170572919,38.2713216883318
5439,154.90458170572919,35.43595085434048
5480,154.90458170572919,
5488,77.9058837890625,37.82616053871913
5520,77.9058837890625,37.521666071132984
5559,77.9058837890625,31.12566626278553
5599,77.9058837890625,
5611,,33.59838277599815
5639,,32.835736287824474
5691,61.191289992559526,38.64000187471113
5719,61.191289992559526,30.034329315782117
5759,61.191289992559526,
5767,,24.334868172714643
5800,,39.59712184784222
5849,227.57995799231153,42.2907359453071
5881,227.57995799231153,39.22558410800525
5920,227.57995799231153,35.367275996511935
5959,227.57995799231153,
5966,,29.903708241969014
5999,,35.44194009465401
6048,99.761962890625,
6049,99.761962890625,37.277085845707994
6079,99.761962890625,40.20365346786388
6120,99.761962890625,
6131,,37.96152286814431
6159,,33.4478412091895
6200,,36.26603539785338
6251,162.58345249720983,36.581796449227376
6279,162.58345249720983,31.95991379174828
6319,162.58345249720983,
6332,155.53993766017692,29.608112234038412
6359,155.53993766017692,29.97992293908181
6399,155.53993766017692,29.28346203221583
6441,,31.93312520918321
6479,,30.123957549876405
6521,0.0,26.646803424877202
