relative_time,PitchSensor,DecibelSource
0,0.0,
1,,25.191878519272464
38,,27.20000769415289
79,,40.066155064285226
138,114.51201714409723,42.897825570348466
158,114.51201714409723,43.35886927303989
198,114.51201714409723,
208,121.51896158854166,44.47645890083699
238,121.51896158854166,45.19531144831967
278,121.51896158854166,
291,144.09925866505458,50.04008215619257
320,144.09925866505458,48.947178275488284
359,144.09925866505458,45.5501050660257
400,144.09925866505458,
416,144.20518275669644,39.87788739100304
439,144.20518275669644,44.949385417664416
479,144.20518275669644,
492,124.23021104600694,39.02879620823537
519,124.23021104600694,41.36837774260851
559,124.23021104600694,
570,96.8994140625,39.52818544260877
599,96.8994140625,35.58404320193928
639,96.8994140625,41.477674169624365
679,96.8994140625,
688,128.35774739583331,38.223085085625925
719,128.35774739583331,39.13313450609647
758,128.35774739583331,
769,,36.556896896938945
799,,40.17964888053521
848,124.82421875,37.383784575328356
878,124.82421875,35.09939045270886
918,124.82421875,40.88626942413724
959,124.82421875,
966,,41.28105214554138
999,,36.923228942063105
1046,232.591552734375,
1047,232.591552734375,35.40880269862913
1078,232.591552734375,42.233846001486356
1118,232.591552734375,
1131,126.01527370876735,44.098343356511435
1158,126.01527370876735,42.44634824293517
1199,126.01527370876735,
1200,,37.893969435236336
1239,126.01527370876735,
1249,125.8401779901414,44.45025842653965
1278,125.8401779901414,
1279,,42.80682501991848
1318,125.8401779901414,
1326,126.41162109375,39.79248652147652
1359,126.41162109375,39.22331243575663
1398,126.41162109375,
1405,130.41015625,42.455971505091235
1439,130.41015625,41.454360180353646
1478,130.41015625,
1486,,33.46274560853688
1518,,29.29964564597463
1559,,24.19323409609392
1599,0.0,24.766918361151543
1638,,32.44935676183083
1694,452.197265625,41.36449142651921
1719,452.197265625,39.50320276877901
1758,452.197265625,
1767,446.4306640625,36.66711341428055
1799,446.4306640625,38.556502014991196
1840,446.4306640625,34.023584860105515
1878,446.4306640625,
1889,511.0178920200893,
1890,511.0178920200893,37.10914355506338
1918,511.0178920200893,37.291883984026555
1961,511.0178920200893,
1985,,28.838651047330504
1999,,32.372358806961536
2039,0.0,27.43691487105641
2079,,36.64659027944176
2118,,38.47618888877908
2170,103.00923556373233,40.11494467756742
2199,103.00923556373233,37.54215159948424
2239,103.00923556373233,
2252,96.86440859487733,35.88583869863298
2279,96.86440859487733,34.6369336142874
2319,96.86440859487733,
2330,79.41802978515625,26.663481551580027
2358,79.41802978515625,21.65723333129477
2398,79.41802978515625,24.89821415164009
2438,79.41802978515625,23.799187823212932
2478,,28.145673097497497
2529,79.75346156529018,39.8570741123148
2559,79.75346156529018,41.83003819210307
2598,79.75346156529018,
2607,114.666748046875,42.49660701194244
2638,114.666748046875,33.96197171840855
2678,114.666748046875,38.17028121903073
2719,114.666748046875,
2726,,44.50332266622625
2758,,45.328410885885404
2811,129.48220755994456,43.9735933034111
2839,129.48220755994456,41.63583782382911
2879,129.48220755994456,
2890,134.56432059151786,41.621230905049565
2918,134.56432059151786,
2919,,43.35102592458859
2958,134.56432059151786,42.704821759022394
2999,134.56432059151786,
3010,130.19062117034315,44.31173711905843
3039,130.19062117034315,44.96050173861315
3078,130.19062117034315,
3089,129.56867304213353,43.866456387978644
3119,129.56867304213353,39.03102512169471
3159,129.56867304213353,
3172,124.5709228515625,40.24373351205406
3200,124.5709228515625,36.57958961288144
3239,124.5709228515625,41.27989623719134
3279,124.5709228515625,
3289,105.67389594184027,38.084799468719794
3319,105.67389594184027,28.959121614767717
3358,105.67389594184027,
3368,,35.982212101806226
3399,,34.6300636152223
3446,123.76261393229167,41.566456971833134
3479,123.76261393229167,42.57437028965907
3519,123.76261393229167,39.07412488168095
3558,123.76261393229167,
3567,117.84016927083334,
3568,117.84016927083334,35.26614917772376
3598,117.84016927083334,40.31831216317887
3638,117.84016927083334,
3645,117.38861083984375,40.33894810840886
3679,117.38861083984375,38.4883779363699
3719,117.38861083984375,
3728,108.68552652994792,35.93288893271686
3759,108.68552652994792,37.58236680443194
3798,108.68552652994792,36.39443741200287
3839,108.68552652994792,
3853,102.24471028645834,34.92696578506192
3879,102.24471028645834,
3880,,35.95392481055833
3919,102.24471028645834,
3928,100.73725947627314,
3929,,33.958033701085505
3958,100.73725947627314,
3959,,30.934038155351455
3998,100.73725947627314,
4006,96.46321614583334,30.619469457197507
4038,96.46321614583334,24.89913061758501
4078,96.46321614583334,
4079,0.0,26.221723023306694
4118,,32.44793480244369
4158,,42.264640582667894
4207,108.48399861653645,42.07987251224643
4239,108.48399861653645,38.568837042962684
4279,108.48399861653645,
4288,106.638671875,35.34309717823155
4318,106.638671875,39.0034362301376
4359,106.638671875,
