relative_time,DecibelSource,PitchSensor
0,32.23755453657241,0.0
63,41.427647746387244,0.0
130,48.6683650719143,
199,50.66791656754557,218.87125651041669
263,50.94883215846508,226.0986328125
330,45.73532990988512,226.0986328125
400,46.39815074060728,
463,44.71804931575037,292.19211154513886
529,46.79227966109899,292.19211154513886
598,52.095016101850966,290.58815696022725
663,35.83312151983078,285.9292082609954
730,38.40733234611807,
798,35.436956323092446,
863,48.1397441053803,64.228515625
929,39.179778825929084,
1000,37.75246259740236,
1063,50.02921638279469,34.978463309151785
1130,35.63362409486607,
1200,47.09320851878598,68.76017252604166
1263,45.94768113447505,68.76017252604166
1330,35.76456532405621,
1400,50.42244645398847,247.42350260416669
1463,40.31529645803423,247.42350260416669
1530,39.59470702075107,152.01187569754464
1600,40.764219673605936,
1663,39.88157472556753,105.98779296875
1730,43.96617742582724,105.98779296875
1800,40.188668631509074,
1863,39.87308673731182,464.1357421875
1930,42.4538927117121,437.1337890625
2015,35.194341949137026,437.1337890625
2063,38.67938650890785,
2129,37.19662683018046,452.197265625
2200,42.55610158407738,452.197265625
2263,41.41136090120739,
2330,40.62995401186467,179.73946707589283
2398,40.9631897051261,175.33610026041669
2463,34.44825199509748,175.33610026041669
2530,38.536982117761745,174.6832275390625
2600,36.30427875025024,150.76171875
2663,33.36059277866349,150.76171875
2730,34.60296326757475,91.73880440848214
2800,37.20076572768141,
2863,37.4927240829842,151.748046875
2930,45.861144989992006,151.748046875
2998,49.80875631600439,214.67057291666666
3063,47.539505600630505,218.75040690104169
3130,49.969011366734186,218.75040690104169
3200,45.29802374061423,
3263,42.09112703738592,224.50677780877976
3330,47.144135922871214,270.6414930555556
3400,54.612898832623884,270.6414930555556
3463,41.61637480704591,
3530,52.226306439972994,659.1845703125
3600,43.57229498390283,659.1845703125
3663,41.29722108695877,
3730,47.545623717890884,462.5732421875
3800,48.37537935940914,237.958984375
3863,47.33052743823058,237.958984375
3930,45.97717119436383,
4000,49.59647073061912,215.56640625
4063,46.025266071349236,215.56640625
4130,47.854650859999225,
4200,42.058266593593416,192.69327799479166
4263,43.28379603438738,194.384765625
4330,45.1728829120251,194.384765625
4400,45.090142424301376,175.66153390066964
4463,41.29464309782377,90.33282170832743
4529,45.29263483415585,90.33282170832743
4600,39.46059060385124,
4663,33.47915186501692,186.37369791666669
4730,37.281101841003405,232.572021484375
4801,37.22057771331465,232.572021484375
4863,43.64119300390762,167.0618111746652
4930,48.43301312708776,238.43318156452924
5000,41.4157518330082,227.7978515625
5063,44.068125934784234,227.7978515625
5130,40.85219201044942,229.23055013020831
5200,47.76359714653455,
5263,39.96642991355473,
5330,35.28402437953618,204.3505859375
5400,43.2341712135042,
5463,39.66610986681934,226.5283203125
5530,35.48880562637515,226.5283203125
5600,42.85039447366519,151.513671875
5663,44.1328299563082,194.96480305989584
5730,34.78710755512759,194.96480305989584
5801,44.583960874262516,202.86214192708331
5863,41.926789395345395,
5930,38.476960207341655,182.84737018623738
6000,40.4083959468534,182.84737018623738
6063,39.227773419287985,162.24981398809524
6130,36.53212513775343,169.27710186993633
6200,38.67938650890785,169.27710186993633
6263,38.493579816612986,
6330,38.98450919198375,64.599609375
6400,35.13483956704257,
6463,33.56025857193123,
6530,33.567904603517164,22.085193452380953
6600,37.717344253867694,
6663,34.679039465228,
6730,33.619166186686435,341.953125
