relative_time,DecibelSource,PitchSensor
0,27.497729686587395,0.0
40,27.82497018632498,
100,33.934031238624705,0.0
140,29.583388029637856,
179,29.798713903247155,
220,28.690384502728428,
221,,0.0
260,23.276382619443883,
301,25.34373196553028,
308,,0.0
340,21.802302307852614,
380,37.1569815275597,0.0
420,59.25608582858848,
460,62.54655465342441,
473,,154.608414180695
500,62.906711561165864,154.608414180695
540,63.68110626145051,154.608414180695
580,65.46773773262389,154.608414180695
591,,161.44942026289684
620,58.794957797845164,161.44942026289684
660,54.20253414844091,161.44942026289684
670,,169.05218505859375
700,62.72177729229773,169.05218505859375
740,62.631034312894734,169.05218505859375
756,,238.94384765625
780,59.231496962187286,238.94384765625
820,53.32591120371225,238.94384765625
860,60.49779800520198,238.94384765625
900,56.15982856522692,
940,47.64167268312923,
946,,166.300048828125
980,42.79289543707154,166.300048828125
1020,40.68445266429623,166.300048828125
1026,,158.8427734375
1060,38.16175804558485,158.8427734375
1100,52.59177634168086,158.8427734375
1108,,193.564453125
1140,56.273006756349446,193.564453125
1180,57.14959225821896,193.564453125
1220,51.365307270378864,193.564453125
1232,,211.156005859375
1260,56.58389946047735,211.156005859375
1300,58.106657278512365,211.156005859375
1340,56.21191909708241,
1400,60.168758981231264,
1418,,77.1181640625
1440,61.016694833686856,77.1181640625
1480,51.52987742500506,77.1181640625
1520,55.58230169735584,77.1181640625
1560,61.003473958615125,
1600,56.65892421299446,
1609,,157.65760633680554
1610,,157.65760633680554
1641,51.38618113346807,157.65760633680554
1680,54.23550241635858,157.65760633680554
1720,57.73288492173401,
1760,55.63013370719004,
1769,,187.33281792534726
1800,49.345526923957756,187.33281792534726
1840,47.63924263741565,187.33281792534726
1880,40.134714878317496,187.33281792534726
1884,,186.1572265625
1885,,186.1572265625
1920,39.147997546424286,186.1572265625
1960,57.268492153524306,186.1572265625
1967,,183.3447265625
2000,52.475472603858876,183.3447265625
2040,48.594570154358045,183.3447265625
2048,,162.415771484375
2080,45.58835706296301,162.415771484375
2120,51.24417719176934,162.415771484375
2160,57.3497392559585,162.415771484375
2200,63.15794523307129,
2240,74.05570199435304,
2255,,81.55767144097223
2281,69.06227698220749,81.55767144097223
2320,61.61498950089641,81.55767144097223
2329,,79.04833984375
2330,,79.04833984375
2360,64.96585157082359,79.04833984375
2400,63.66930323933008,79.04833984375
2440,61.862830101110845,
2480,61.88214137818783,
2520,61.55821963963456,
2533,,125.48180183531746
2560,61.79315903556351,125.48180183531746
2600,57.87440099486424,125.48180183531746
2621,,118.53263733878968
2660,54.41772942453093,118.53263733878968
2700,52.94844946702568,118.53263733878968
2711,,75.3662109375
2740,49.0504413814984,75.3662109375
2780,44.391134643230956,75.3662109375
2820,27.467445027874327,75.3662109375
2860,21.952817561636614,
2900,19.116628339132767,0.0
2940,29.496616824705775,
2980,54.5027312454992,
2990,,130.16246977306548
3020,59.87385206197452,130.16246977306548
3060,62.794722486159806,130.16246977306548
3066,,150.70638020833334
3100,66.48325789663016,150.70638020833334
3140,61.59155931093758,150.70638020833334
3180,44.24403329795025,150.70638020833334
3187,,154.02425130208331
3220,62.50692222812699,154.02425130208331
3260,62.58849749786077,154.02425130208331
3276,,164.80672200520831
3300,61.865737678119345,164.80672200520831
3340,60.96434481819573,164.80672200520831
3347,,179.3089803059896
3380,58.764690654939486,179.3089803059896
3420,55.62391597992228,179.3089803059896
3460,65.28458875701988,179.3089803059896
3467,,232.880859375
3500,63.75459382131284,232.880859375
3540,62.48447535477952,232.880859375
3546,,229.649658203125
3580,63.91520953573465,229.649658203125
3620,55.589072790093894,229.649658203125
3660,59.7115424903254,
3700,61.570614097069765,
3711,,152.53926225142047
3740,51.13567814965606,
3741,,152.53926225142047
3780,39.31964782499688,152.53926225142047
3821,56.26080067112312,152.53926225142047
3832,,143.3251953125
3860,60.616677969588295,143.3251953125
3900,61.787933858965076,143.3251953125
3960,57.425336328972925,
4000,50.73301724680568,
4006,,363.095703125
4040,56.84758578500423,363.095703125
4080,65.13756189827625,363.095703125
4122,55.089863071915836,363.095703125
4129,,331.3427734375
4160,64.47779996419517,331.3427734375
4200,63.116878982815166,331.3427734375
4241,57.50808421336649,
4284,58.171753267228105,
4294,,140.4599609375
4320,62.80734076494432,140.4599609375
4360,63.28590188202852,140.4599609375
4371,,137.86282009548611
4400,59.82068446025801,137.86282009548611
4440,63.72871484166832,137.86282009548611
