relative_time,PitchSensor,DecibelSource
0,0.0,25.375464068794745
40,,22.29702443015517
80,,25.765920478481995
122,0.0,45.55697442863306
161,,46.90552273858241
210,84.47759719122024,45.1379719230123
240,84.47759719122024,
241,,46.239464517450315
281,84.47759719122024,
287,,44.857627794553906
321,,50.01586535114974
361,,52.47106132402124
408,219.4677734375,46.83451034963344
441,219.4677734375,28.338572895535954
480,219.4677734375,
487,,45.40552805416869
520,,44.18897068573506
567,218.277746129919,41.269517239991174
601,218.277746129919,39.14307410357998
642,218.277746129919,
643,,32.14285639268854
681,218.277746129919,
707,,38.57184923121173
721,,42.03684808560112
765,356.8603515625,46.1290287447213
801,356.8603515625,48.85278373324795
840,356.8603515625,
848,360.2978515625,52.141700608090424
880,360.2978515625,50.64103167522195
920,360.2978515625,44.39336185361228
961,360.2978515625,
969,,46.6757901479245
1000,,42.82138616311221
1051,171.13311767578128,40.98702417187157
1080,171.13311767578128,
1081,,48.872591823868134
1121,171.13311767578128,
1130,,41.84890805981759
1161,,40.603968813036666
1200,,42.064936407196285
1250,290.6982421875,52.68620667215673
1280,290.6982421875,51.993358573736316
1320,290.6982421875,
1329,231.79414876302081,44.90256906718484
1361,231.79414876302081,
1362,,44.822655738597675
1400,231.79414876302081,
1407,,43.94361590560269
1440,,45.550467492497624
1485,415.3662109375,45.48509227585328
1521,415.3662109375,43.103662566333895
1560,415.3662109375,45.28571039653774
1601,415.3662109375,
1615,,43.73751531800284
1640,,41.92247498445879
1691,50.16615513392857,
1692,50.16615513392857,39.54884258005801
1720,50.16615513392857,
1721,,29.485806701119238
1761,50.16615513392857,
1768,,37.43530251175591
1801,,40.30546348868764
1840,,42.30226648470659
1889,3552.978515625,
1890,3552.978515625,44.838576998269744
1920,3552.978515625,48.12521826564152
1960,3552.978515625,
1971,,46.20852085583063
2000,,45.92364577078369
2051,145.56648763020834,44.81238341183104
2080,145.56648763020834,44.37020653575826
2120,145.56648763020834,45.86972880877279
2161,145.56648763020834,
2174,147.17000325520834,
2175,147.17000325520834,47.31299140807633
2200,147.17000325520834,46.563394749110365
2240,147.17000325520834,
2249,150.20609085648147,40.04701011935266
2280,150.20609085648147,24.63197831136152
2321,150.20609085648147,32.15715177265827
2360,,43.630057269874754
2400,,46.71043430015335
2450,170.6967976888021,45.77900102266865
2482,170.6967976888021,46.00329427241021
2520,170.6967976888021,
2526,172.16796875,42.58747189607293
2560,172.16796875,32.936012955397
2602,172.16796875,
2611,87.09871031746032,47.25079646902383
2640,87.09871031746032,52.914185807457066
2681,87.09871031746032,50.43432867807663
2720,87.09871031746032,
2730,,42.8937409484141
2760,,43.47149184851542
2813,171.33601888020834,44.43446457658456
2841,171.33601888020834,45.14800563511435
2880,171.33601888020834,
2890,163.93599672670717,46.252412225247774
2920,163.93599672670717,41.41079393124354
2960,163.93599672670717,45.4044000180668
3001,163.93599672670717,
3012,167.88899739583334,48.62710439293825
3041,167.88899739583334,39.159296916039835
3080,167.88899739583334,
3087,170.52693684895834,27.831444785171648
3120,170.52693684895834,35.13513843683101
3160,170.52693684895834,
3166,190.0634765625,43.908723919669825
3203,190.0634765625,43.34994219760132
3241,190.0634765625,
3242,,41.14138013958022
3281,190.0634765625,
3288,179.1234334309896,40.209019018547345
3320,179.1234334309896,40.93734483077672
3362,179.1234334309896,
3373,180.2978515625,44.54002424056651
3406,180.2978515625,47.587928342973676
3440,180.2978515625,
3447,163.16569010416669,44.95341337442661
3480,163.16569010416669,41.59277403921646
3520,163.16569010416669,44.007210286602046
3560,163.16569010416669,
3570,160.92254638671875,45.13159173038724
3601,160.92254638671875,44.68591626446396
3640,160.92254638671875,
3648,159.88627115885419,39.468124735999716
3680,159.88627115885419,38.98887511820659
3721,159.88627115885419,
3726,,44.668946593543936
3761,,46.8602496254078
3801,,47.596979184234684
3859,220.97097439236111,
3860,220.97097439236111,47.060220308578586
3880,220.97097439236111,46.765036996820925
3921,220.97097439236111,
3927,236.90582275390625,47.79106836136628
3960,236.90582275390625,47.87150527113966
4001,236.90582275390625,
4011,247.83830915178572,45.144578695457994
4040,247.83830915178572,
4041,,36.76945125920848
4080,247.83830915178572,34.91411327829749
4121,247.83830915178572,
4144,,38.041745635055136
4160,,40.88480750647537
4207,199.3310546875,
4208,199.3310546875,42.67999537270513
4240,199.3310546875,39.12158016045072
4280,199.3310546875,
4287,177.999267578125,31.158385393187046
4320,177.999267578125,38.69724735450982
4360,177.999267578125,
4368,,43.356574406684075
4400,,41.81304742766911
4441,,42.860418841465524
4486,168.17545572916666,41.711219759940064
4520,168.17545572916666,30.157668855090666
4560,168.17545572916666,
4568,,39.35304518730067
4600,,36.510975590381534
4653,177.0464409722222,42.333199496608415
4680,177.0464409722222,
4681,,32.4708939055806
4720,177.0464409722222,
4721,,29.567614622734233
4761,177.0464409722222,39.977398105946236
4802,,47.30594643639509
4848,214.74479166666666,47.027225402972014
4880,214.74479166666666,42.2710765424278
4920,214.74479166666666,
4926,219.117431640625,29.827922973381348
4961,219.117431640625,39.3494349922019
5001,219.117431640625,44.046330959029724
5041,219.117431640625,
5048,,42.63362561064207
5081,,40.4512648553513
5131,122.20567975725447,39.15555513765725
5161,122.20567975725447,39.203068416526115
5201,122.20567975725447,
