relative_time,DecibelSource,PitchSensor
0,25.925658335726762,
40,24.652251281267603,
41,,0.0
80,24.24849747061424,
120,23.773074709582545,0.0
160,23.81632729846458,
201,23.15565065913363,0.0
240,23.93359725973228,
280,41.93868105957947,
321,50.95112602356857,
328,,146.556396484375
361,54.714201148018304,146.556396484375
421,50.77185425711008,146.556396484375
432,,148.41869099934897
460,50.51814396627514,148.41869099934897
501,51.34770249030018,148.41869099934897
508,,152.84200032552084
540,49.61944203230679,152.84200032552084
580,49.5004256446728,152.84200032552084
589,,159.2138671875
620,50.94527963543564,159.2138671875
660,52.488491266098535,
661,,159.2138671875
700,52.574253304165666,159.2138671875
715,,180.6439208984375
740,41.33196130411035,180.6439208984375
780,49.521675094297,180.6439208984375
820,53.08501389175846,
860,51.32022801086215,
868,,486.0595703125
900,36.58674933524516,486.0595703125
940,30.030087726845387,486.0595703125
981,25.07180223443626,486.0595703125
1020,34.638434331209936,
1060,39.301003688684744,
1067,,50.21728515625
1102,50.31724547325071,50.21728515625
1140,49.88941216803454,50.21728515625
1180,44.27835006265908,
1220,45.6418831563647,
1228,,557.6363118489583
1260,44.412979089855334,557.6363118489583
1301,45.56273868647396,557.6363118489583
1340,53.87920988886649,557.6363118489583
1349,,488.623046875
1380,48.76528725991534,488.623046875
1420,41.06518280928008,488.623046875
1460,43.35794846082953,
1504,48.93500063960186,
1518,,147.27376302083334
1540,46.48604613959125,147.27376302083334
1580,37.211988785238304,147.27376302083334
1620,36.87241477619572,147.27376302083334
1628,,138.3251953125
1680,53.38938740472944,138.3251953125
1720,56.192275139697685,138.3251953125
1730,,167.02433268229169
1760,55.68867439419471,167.02433268229169
1802,46.183001862350366,167.02433268229169
1811,,167.80494907924108
1840,38.92461020752329,167.80494907924108
1880,38.28881983600542,167.80494907924108
1920,42.23184610824159,
1960,46.54862886678345,
2000,49.376902242647,
2007,,150.478515625
2040,41.09424050734816,150.478515625
2080,37.634711133343245,150.478515625
2091,,143.3251953125
2120,36.911954960444966,143.3251953125
2161,48.92045601357188,143.3251953125
2190,,145.732421875
2200,47.24969041383546,145.732421875
2240,40.281829758646026,145.732421875
2280,31.296873751848562,145.732421875
2288,,140.2978515625
2320,36.030837502130034,140.2978515625
2360,37.85967744848865,140.2978515625
2401,44.63702596967978,
2440,53.384151072782224,
2448,,135.54547991071428
2480,53.54247174132677,135.54547991071428
2520,55.00300951405285,135.54547991071428
2532,,132.92022705078125
2560,53.60097410009089,132.92022705078125
2601,48.36447415010301,132.92022705078125
2640,47.91497797511799,132.92022705078125
2649,,126.15911187065973
2680,40.22218259098202,126.15911187065973
2720,23.105878261203856,126.15911187065973
2730,,123.09254237583704
2760,15.670408150793818,123.09254237583704
2800,14.255626031186168,123.09254237583704
2801,,0.0
2840,18.40682173360017,
2880,27.256309236857554,
2921,27.786417357647174,0.0
2980,23.430985365902252,
3020,21.202359759815224,0.0
3060,15.902062066195288,
3100,15.592678956477906,0.0
3140,44.02545709631755,
3180,55.56704529134734,
3190,,146.65594482421875
3220,57.046727247986084,146.65594482421875
3260,53.76119283013005,146.65594482421875
3300,57.31341789716663,146.65594482421875
3340,58.30539500340329,
3380,48.442291224820195,
3393,,331.14990234375
3423,41.63164038175792,331.14990234375
3460,59.91374474263479,331.14990234375
3466,,487.3876953125
3501,59.781558959947446,487.3876953125
3540,58.69411980288338,487.3876953125
3580,58.316566347644596,487.3876953125
3620,57.04682303308218,
3660,52.87679743619112,
3677,,151.64220480944113
3702,54.61210339006264,151.64220480944113
3740,55.50095329316925,151.64220480944113
3751,,138.36838146391366
3780,53.205760067519485,138.36838146391366
3820,56.984219425573116,
3821,,138.36838146391366
3832,,136.8571599976629
3860,56.943864710293056,
3861,,136.8571599976629
3900,50.79192519300668,136.8571599976629
3940,42.66741373497372,136.8571599976629
3953,,137.7101304286106
3980,50.48963731985934,137.7101304286106
4020,55.62733819124067,
4021,,137.7101304286106
4028,,146.20308430989584
4060,44.319566993276354,146.20308430989584
4100,55.46664040685276,146.20308430989584
4110,,134.57316080729166
4140,57.90046127572762,134.57316080729166
4180,46.10238426578534,134.57316080729166
4240,39.030625700756204,134.57316080729166
4253,,135.92502170138889
4280,38.952220507516905,135.92502170138889
4320,54.0218859690104,135.92502170138889
4326,,79.70947265625
4360,56.40421687865584,79.70947265625
4400,52.65475159048103,79.70947265625
4440,51.10862234890379,
4480,48.29888843136543,
4492,,59.38692801339286
4520,55.58536856428101,59.38692801339286
4560,57.685507768611785,59.38692801339286
4601,56.77532031030472,59.38692801339286
4640,55.63585358325404,
4680,53.37471048900913,
4689,,144.219970703125
4720,51.385626805933164,144.219970703125
4760,52.197797801796284,144.219970703125
4775,,140.0732421875
4800,53.89339955294126,140.0732421875
4840,55.881155009794384,140.0732421875
4880,56.263369062562546,140.0732421875
4894,,138.653564453125
4920,53.39148473506502,138.653564453125
4960,51.903792747011835,138.653564453125
5000,50.16752029204105,
5040,53.607102370003936,
5047,,133.2568359375
5080,56.174351572096825,133.2568359375
5120,55.92274373304102,133.2568359375
5131,,137.30189732142858
5160,57.88033003258761,137.30189732142858
5200,55.23247910471406,137.30189732142858
5240,53.25389893644611,137.30189732142858
5251,,133.43968370225693
5280,52.14994648934412,133.43968370225693
5320,41.038235666367385,133.43968370225693
5337,,130.60181599467197
5343,,130.60181599467197
5360,39.526903568863055,130.60181599467197
5400,35.8073429643689,130.60181599467197
5440,23.00171221670199,
5480,31.172429895194274,
5540,25.708106170583168,0.0
5581,16.533363648277295,
5621,25.048302591855975,0.0
5660,29.970693095429368,
5700,35.29318832424858,0.0
5740,53.15760038525301,
5780,53.57429382265331,
5789,,167.9736328125
5820,52.41292528922757,167.9736328125
5860,42.504587632568835,167.9736328125
5900,45.62803494925609,167.9736328125
5909,,163.2958984375
5940,56.92153607635477,163.2958984375
5980,56.23492956420187,163.2958984375
5990,,161.25813802083334
6020,39.87729715580156,161.25813802083334
6060,50.16833593131545,161.25813802083334
6067,,150.732421875
6100,55.51424301791697,150.732421875
6141,46.13035912220653,150.732421875
6180,42.35061076450145,150.732421875
6189,,153.18440755208331
6225,37.31500448415802,153.18440755208331
6260,37.46983774507,
6261,,153.18440755208331
6273,,107.666015625
6300,56.013559948521625,107.666015625
6340,55.30921062024212,107.666015625
6349,,153.83316040039062
6380,48.65445282150334,153.83316040039062
6421,26.47392249252279,153.83316040039062
6460,17.958800173440753,
6500,73.55977549526688,
6540,58.016996528354234,
6545,,120.7763671875
6580,55.18641760922645,
6581,,120.7763671875
6620,53.33073982261247,120.7763671875
6628,,170.45290798611111
6660,48.65088686038214,170.45290798611111
6700,26.860514387393543,170.45290798611111
6710,,158.4521484375
6740,31.077539737253957,158.4521484375
6800,54.83979482277771,158.4521484375
6840,56.21397362263785,158.4521484375
6848,,161.4599609375
6880,50.994458103727204,161.4599609375
6920,54.79093756014129,161.4599609375
6960,53.59368810252927,
7000,48.87625424696787,
7025,,137.28570741595647
7044,49.39216625262627,137.28570741595647
7080,49.817360657667,137.28570741595647
7094,,129.3257593101343
7120,49.16783818307842,129.3257593101343
7160,47.376557005489595,129.3257593101343
7200,44.92757895367394,129.3257593101343
7209,,127.04217122395832
7210,,127.04217122395832
7240,38.73270636180806,127.04217122395832
7280,45.17755738002178,127.04217122395832
7288,,71.23835100446428
