relative_time,DecibelSource,PitchSensor
0,37.646243978509816,171.93359375
67,32.931414834509305,162.37141927083331
139,35.98899887063883,162.37141927083331
200,36.55042341331202,94.8896484375
267,37.63951826033324,
337,37.923216363515735,367.314453125
400,43.30332589222979,367.314453125
467,47.93035648813206,
536,46.97821950805463,234.0630425347222
600,51.395705648173674,234.0630425347222
667,49.68436247711705,258.23567708333337
737,46.7791705232803,293.4581298828125
800,42.739036664209706,293.4581298828125
867,46.03328448472006,303.336181640625
937,44.881980616033545,
1000,39.30847191682497,51.31868489583333
1067,34.985862088175175,51.31868489583333
1136,45.34127683528684,
1200,48.59348485798881,103.70393880208334
1267,39.675947726718896,103.70393880208334
1336,37.63727403765699,
1400,45.09068045017162,122.5555419921875
1467,36.7641923171836,
1537,46.70357196359416,
1600,42.419198531501976,249.5849609375
1667,48.74470220896253,232.724609375
1736,44.636690681343865,286.4444986979167
1800,39.40117866747718,286.4444986979167
1867,38.96636430529584,302.58463541666663
1938,44.797624037197025,
2000,35.83878598498626,
2067,34.731949092049376,260.3515625
2138,46.248696977974014,
2200,37.36316807904109,238.818359375
2267,38.05092878342673,238.818359375
2336,32.61024833992397,156.57023111979169
2436,41.74902562178326,
2467,41.86673867499745,
2537,42.25593548154799,203.1572808159722
2600,41.35196279606602,204.3446568080357
2667,37.30216840568694,205.98702566964286
2737,33.066394410242616,205.98702566964286
2800,32.88696260590256,
2867,33.73463721632369,61.4111328125
2941,35.397032389478255,61.4111328125
3000,41.60408500089582,61.9482421875
3067,47.29869136504731,
3137,46.43906474455095,248.0029296875
3200,34.58637849025649,248.0029296875
3267,48.539718405672716,
3336,48.97253107213822,291.48600260416663
3400,49.045586733639254,291.48600260416663
3467,50.67372189810819,266.2176513671875
3539,44.50326104061412,244.901123046875
3600,49.8468929972488,160.31534830729169
3667,45.51364594593804,160.31534830729169
3737,48.13647695346897,
3800,51.93614295428634,265.4150390625
3867,52.685943512149876,257.75390625
3937,51.76013079012524,257.75390625
4000,48.405326482763186,
4067,49.49038525097278,224.03483072916666
4136,45.93751133438524,224.03483072916666
4200,46.44852006426142,218.96827334449404
4267,46.18079490359221,229.0673828125
4337,47.09981891514242,253.5546875
4400,48.24873972743943,253.5546875
4467,47.81877390670729,
4537,50.85140672589642,301.46484375
4600,40.33906037026688,301.46484375
4667,35.531545481696256,319.35078938802087
4738,39.97124155659205,
4800,41.217567584878154,93.12493024553571
4867,48.54409288355366,93.12493024553571
4936,38.008544915035614,126.67333984375
5000,39.3801909747621,
5067,43.46333411195522,
5136,46.98257176707142,239.6929931640625
5200,35.45183368215406,
5267,44.13802516769351,168.359375
5337,44.58849280081279,168.359375
5400,36.75686708699401,
5467,45.82847113905814,64.1845703125
5538,48.148732748950984,
5600,38.82353746388714,
5667,47.63008472192659,37.66505650111607
5738,47.14882755706847,
5800,43.773973267698864,
5867,41.12236230868939,223.39396158854169
5937,39.330821623697915,205.6279296875
6000,42.517598545288,205.6279296875
6067,43.896267239267274,206.70317150297618
6137,36.009728956867484,211.292724609375
6200,42.08683161037417,206.0498046875
6267,35.31478917042255,206.0498046875
6336,35.23616419054371,210.667724609375
6400,34.679039465228,
6467,34.676081055836335,60.09765625
