relative_time,PitchSensor,DecibelSource
0,0.0,34.882196609509386
38,,46.55022749597545
88,205.98926573148503,48.06854088785623
118,205.98926573148503,44.18905317043763
159,205.98926573148503,45.206582281126934
198,205.98926573148503,
208,221.28248620411708,44.574496072539375
238,221.28248620411708,
239,,49.163943643807244
278,221.28248620411708,
289,239.96836570457174,50.87501336853036
318,239.96836570457174,43.6574102887579
358,239.96836570457174,
370,247.1136765252976,41.69253110067171
398,247.1136765252976,49.50712597725665
439,247.1136765252976,
451,203.67796912560095,
452,203.67796912560095,46.0225482003525
478,203.67796912560095,36.89137694655305
519,203.67796912560095,36.141905531510744
558,203.67796912560095,
566,,33.69470713991219
599,,34.38852654533051
648,655.4345703125,
649,655.4345703125,35.226484638474425
679,655.4345703125,41.17736099242257
718,655.4345703125,
728,,39.52649009312531
758,,41.01803731008224
799,,43.80597212271222
850,534.9938383556548,42.4473220255707
878,534.9938383556548,42.898329846572274
919,534.9938383556548,
925,,42.12156987083248
958,,33.75864569251321
1008,183.0322265625,36.40528364298907
1039,183.0322265625,41.93166560577538
1078,183.0322265625,39.20868768797349
1118,183.0322265625,
1126,192.67252604166666,38.15774587368587
1159,192.67252604166666,39.75903342063644
1198,192.67252604166666,
1206,202.9678974454365,44.78183467331662
1238,202.9678974454365,46.301994325198514
1278,202.9678974454365,
1289,205.5373965992647,43.34925375791051
1318,205.5373965992647,34.83717774798326
1360,205.5373965992647,39.530708574692994
1398,205.5373965992647,
1405,,37.629303022589625
1439,,38.55498072032866
1488,71.29704066685268,36.871993748219786
1518,71.29704066685268,40.2465404147292
1558,71.29704066685268,
1566,,42.05078974847133
1603,,42.711327397312076
1639,,43.337075730063
1686,91.12451171875,42.17461099359248
1719,91.12451171875,37.20016437777174
1760,91.12451171875,
1771,,36.775420362407
1798,,36.44739283197954
1851,218.53515625,36.68628402236972
1879,218.53515625,41.70834099319524
1918,218.53515625,
1919,,37.048071177197016
1958,218.53515625,
1970,188.13680013020831,32.808180511560955
1999,188.13680013020831,36.75679747127693
2039,188.13680013020831,
2049,,35.2148818243074
2080,,41.99628126988323
2134,174.84743100120906,44.84016852771472
2159,174.84743100120906,46.574909672372364
2199,174.84743100120906,46.72670227792139
2238,174.84743100120906,
2252,172.80820652329444,44.39203236697477
2278,172.80820652329444,
2279,,43.672512792622264
2318,172.80820652329444,
2329,172.25788370768228,44.75145907670412
2358,172.25788370768228,44.70764967392624
2400,172.25788370768228,
2408,174.22950424382717,43.53053439285492
2439,174.22950424382717,
2440,,42.360831131402534
2479,174.22950424382717,43.590531995174935
2518,174.22950424382717,
2525,185.2197265625,40.54685974482898
2558,185.2197265625,31.953857811921488
2598,185.2197265625,
2605,,42.91675219449614
2638,,44.81452752594287
2690,221.94221682270998,41.64516058217207
2718,221.94221682270998,40.859698343060906
2758,221.94221682270998,44.67301855646075
2798,221.94221682270998,
2806,210.73262532552084,45.034092008744786
2838,210.73262532552084,44.376153481447275
2878,210.73262532552084,
2888,181.38041178385419,45.70485833916252
2919,181.38041178385419,45.82239629886219
2960,181.38041178385419,
2970,178.90438253837723,35.75462439877691
2998,178.90438253837723,43.70895478507606
3038,178.90438253837723,
3049,180.736083984375,44.162214939481814
3078,180.736083984375,37.81591387579481
3118,180.736083984375,34.56650703885299
3158,180.736083984375,
3166,172.890625,36.20078900055234
3198,172.890625,40.85116990665121
3238,172.890625,
3245,183.6962890625,41.60695563256958
3278,183.6962890625,
3279,,40.51183947204918
3318,183.6962890625,
3328,179.9677191840278,38.94785596065526
3358,179.9677191840278,43.93697927163923
3399,179.9677191840278,44.28298384288705
3438,179.9677191840278,
3447,177.664794921875,45.51523968845555
3478,177.664794921875,43.51949475044921
3519,177.664794921875,
3529,172.66046142578125,42.100679711232004
3558,172.66046142578125,45.394355779462565
3598,172.66046142578125,
3610,170.30582189078282,44.08396859779209
3638,170.30582189078282,42.44051667746608
3678,170.30582189078282,41.063576903853885
3721,170.30582189078282,
3732,167.34781901041666,39.42234693624739
3758,167.34781901041666,41.041928700365695
3798,167.34781901041666,
3808,166.56882772640304,41.77317483290982
3838,166.56882772640304,41.24791731115493
3879,166.56882772640304,
3889,167.34355468749996,42.2003539401916
3918,167.34355468749996,42.08143820323646
3958,167.34355468749996,41.476416973373425
3998,167.34355468749996,
4007,162.7411150251116,42.457554413765486
4038,162.7411150251116,41.82133568235412
4079,162.7411150251116,
4098,164.2754565042162,42.17452444560928
4118,164.2754565042162,38.49053862143494
4159,164.2754565042162,
4171,167.59185606060606,33.590485466722896
4198,167.59185606060606,26.017884724182725
4240,167.59185606060606,24.969500334732203
4278,167.59185606060606,
4279,0.0,29.029080696172684
4319,,25.71179148751402
4358,0.0,
4359,,27.057750135426915
4398,,32.56017164459334
4449,49.834757486979164,33.56464671674578
4478,49.834757486979164,43.02940290700323
4518,49.834757486979164,
4519,,43.35840460228019
4558,49.834757486979164,
4569,,36.96727955078577
4598,,38.397863454206124
4647,191.220703125,40.265147818580125
4678,191.220703125,46.4627307121474
4718,191.220703125,
4728,183.01788330078125,42.84140467732938
4759,183.01788330078125,43.09586127006465
4798,183.01788330078125,45.32700175799748
4838,183.01788330078125,
4850,175.03065321180554,42.514773684412475
4878,175.03065321180554,33.55396890339162
4918,175.03065321180554,
4927,,33.060211955905345
4960,,38.06863829168324
5005,240.771484375,41.96506633135023
5038,240.771484375,41.69551117319116
5078,240.771484375,
5079,,28.281928176809835
5118,240.771484375,
5130,211.30520949590772,
5131,211.30520949590772,26.584521661614357
5158,211.30520949590772,43.95137685615397
5198,211.30520949590772,
5211,197.26588247793686,43.563561042044114
5238,197.26588247793686,36.46277551910546
5278,197.26588247793686,
5289,111.00474330357143,31.502731692715635
5318,111.00474330357143,
5319,,36.78955845188313
5358,111.00474330357143,39.94941878167394
5398,111.00474330357143,
5406,,43.375047632157475
5438,,40.673773042942976
5493,158.91653550442607,
5494,158.91653550442607,39.42958099746757
5518,158.91653550442607,42.17638574220863
5558,158.91653550442607,
5572,159.21643670760395,40.51808862450724
5598,159.21643670760395,
5599,,39.2632278529029
5638,159.21643670760395,
5639,,40.6742673838567
5680,159.21643670760395,
5691,160.2143012152778,36.57526249643802
5718,160.2143012152778,41.40680739700096
5758,160.2143012152778,
5769,,38.32477231572756
5799,,39.18417837586814
5842,167.421875,
5843,167.421875,32.6141905882804
5878,167.421875,27.834956211497953
